ID	label	subClassOf [ID]	subClassOf [LABEL]	SYNONYMS	inSubset	definition
ENVO:03000095	season generating process	ENVO:02500000|RO:0000057 some ENVO:01000800|RO:0000057 some ENVO:01000801|RO:0002418 some ENVO:03000096	 some planet| some season| some star|environmental system process		obo:subsets/envo-basic.obo#envoPolar	A process during which the intesity of stellar radiation received by a planet's surface varies in a cyclical regime due to the planet's orbital motion around the barycentre of a planetary system and/or the tilt of its rotational axis relative to its orbital plane.
ENVO:03000096	season				obo:subsets/envo-basic.obo#envoAstro|obo:subsets/envo-basic.obo#envoPolar	A one-dimensional temporal region which is delimited by the occurrence of processes which serve as its delimiters.
ENVO:03000097	warm season	ENVO:03000096	season		obo:subsets/envo-basic.obo#envoPolar	A season during which the average temperature of a planetary part exceeds that of all other seasons it endures during a season generating process.
ENVO:03000098	cold season	ENVO:03000096	season		obo:subsets/envo-basic.obo#envoPolar	A season during which the average temperature of a planetary part is below that of all other seasons it endures during a season generating process.
ENVO:03000099	seasonal melting process	ENVO:01000723|RO:0002091 some ENVO:03000097	 some warm season|melting		obo:subsets/envo-basic.obo#envoPolar	A material transformation process during which a material entity melts during a warm season.
ENVO:03000101	solid-phase sintering	ENVO:03000008	compaction process		obo:subsets/envo-basic.obo#envoPolar	A compaction process during which a material entity subjected to heat and/or pressure is compacted into a solid mass without undergoing melting.
ENVO:03000102	glacial sintering	ENVO:03000101|RO:0002233 some ENVO:01000406|RO:0002234 some ENVO:03000004	 some glacial ice| some snow|solid-phase sintering		obo:subsets/envo-basic.obo#envoPolar	A sintering process during which snow is compacted into glacial ice.
ENVO:03000103	aeolian transport of snow	ENVO:03000020|RO:0000057 some ENVO:00010483|RO:0002233 some ENVO:03000027	 some environmental material| some powdery snow|aeolian transport process		obo:subsets/envo-basic.obo#envoPolar	An aeolian transport process during which powdery snow is displaced and moved.
ENVO:03000104	snow drift formation	ENVO:01001617|RO:0000057 some ENVO:03000027|RO:0002084 some ENVO:03000103	 some aeolian transport of snow| some powdery snow|snow accumulation process	drifting of unsintered snow	obo:subsets/envo-basic.obo#envoPolar	An accumulation process during which a powdery snow carried on the wind settles on a solid surface, forming a mound.
ENVO:03000105	slab avalanche	ENVO:01000690	mass wasting		obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	A mass wasting process during which slab snow rapidly moves down a sloping surface.
ENVO:03000106	powdery snow avalanche	ENVO:01000691	avalanche	powder snow avalanche	obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	An avalanche during which powdery snow rapidly flows down a sloping surface.
ENVO:03000107	wet snow avalanche	ENVO:01000691	avalanche		obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	An avalanche during which a suspension of water and snow flows down a sloping surface.
ENVO:03000108	slab snow	ENVO:01000406	snow		obo:subsets/envo-basic.obo#envoPolar	Snow which is cohesive, hard and overlies weaker snow.
ENVO:03000110	cryoform				obo:subsets/envo-basic.obo#envoPolar	A solid astronomical body part which is primarily composed of a continuous mass of snow and/or ice.
ENVO:03000111	snow mass	RO:0002354 some ENVO:01001617	 some snow accumulation process	accumulation of snow|snow accumulation	obo:subsets/envo-basic.obo#envoPolar	A mass of snow.
ENVO:03000112	snow drift	ENVO:03000111|RO:0002354 some ENVO:03000104|RO:0002473 some ENVO:03000027	 some powdery snow| some snow drift formation|snow mass	snowdrift|unsintered snow	obo:subsets/envo-basic.obo#envoPolar	An accumulation of powdery snow which was transported and deposited via a snow drifting process.
ENVO:03000113	snow patch	ENVO:03000111|RO:0002220 some ENVO:01000635|RO:0002354 some ENVO:03000098	 some cold season| some planetary landmass|snow mass	snowpatch	obo:subsets/envo-basic.obo#envoPolar	An accumulation of snow and firn which rests upon land.
ENVO:03000114	seasonal snow patch	ENVO:03000113|RO:0000056 some ENVO:03000099|RO:0002220 some ENVO:01000635|RO:0002354 some ENVO:03000098	 some cold season| some planetary landmass| some seasonal melting process|snow patch	seasonal snowpatch	obo:subsets/envo-basic.obo#envoPolar	A snow patch which forms during a cold season and melts away during the succeeding warm season.
ENVO:03000115	perennial snow patch	ENVO:03000113|RO:0000056 some ENVO:03000099|RO:0002220 some ENVO:01000635|RO:0002354 some ENVO:03000098	 some cold season| some planetary landmass| some seasonal melting process|snow patch	perennial snowpatch	obo:subsets/envo-basic.obo#envoPolar	A snow patch which persists through at least one seasonal cycle.
ENVO:03000116	snowpack	ENVO:03000111|RO:0000056 some ENVO:03000008|RO:0002473 some ENVO:01000406	 some compaction process| some snow|snow mass	snow pack	obo:subsets/envo-basic.obo#envoPolar	A snow mass which is large enough, and persists long enough, to undergo compaction under its own weight, leading to layer-like structural differentiation.
ENVO:03000117	channel	ENVO:01001886	landform		obo:subsets/envo-basic.obo#envoPolar	A structure which traverses a mass of one or more environmental materials, and encloses a roughly tubular site.
ENVO:03000118	atmosphere and water column exposed melt pond	ENVO:03000040|RO:0002220 some ENVO:01000540	 some troposphere|melt pond	open melt pond	obo:subsets/envo-basic.obo#envoPolar	A melt pond which and is exposed to the atmosphere and to a lesser degree water underlying the ice mass which contains it.
ENVO:03000119	water column exposed melt pond	ENVO:03000040	melt pond		obo:subsets/envo-basic.obo#envoPolar	A melt pond which is formed close to that part of an ice mass which is in contact with some underlying water body, and which has channels connecting it to that water body.
ENVO:03000120	subglacial lake	ENVO:00000198|RO:0002220 some ENVO:00000133|RO:0002220 some ENVO:01000635	 some glacier| some planetary landmass|ice-covered lake	subglacial lakes	obo:subsets/envo-basic.obo#envoPolar	A lake which is situated beneath a glacier.
ENVO:03000121	erosion through nivation	BFO:0000051 some ENVO:03000003|ENVO:02500028	 some nivation|planetary erosion		obo:subsets/envo-basic.obo#envoPolar	An erosion process during which rock or soil is removed or degraded due to alternative thawing and freezing of meltwater beneath and at the margins of snowbanks.
ENVO:03000134	WMO blizzard	ENVO:01000903	blizzard		obo:subsets/envo-basic.obo#envoPolar	A blizzard which 1) lasts at least 3 hours, 2) combines below freezing temperatures and very strong wind, laden with blowing snow.
ENVO:03000135	NSIDC blizzard	ENVO:01000903	blizzard		obo:subsets/envo-basic.obo#envoPolar	A blizzard which has 1) winds of 35 miles per hour (approximately 56 kilometers per hour), 2) lasts for a period of at least three hours, and 3) occurs in extremely cold temperatures.
ENVO:03000136	winter blizzard	ENVO:01000903	blizzard		obo:subsets/envo-basic.obo#envoPolar	A blizzard which occurs in winter.
ENVO:03000137	freezing fog	ENVO:01000844	fog		obo:subsets/envo-basic.obo#envoPolar	A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.
ENVO:03000138	particle of snow	ENVO:01003002|RO:0002354 some ENVO:01001549|RO:0002473 some ENVO:01000277	 some freezing of water into water ice| some water ice|particle	grain of snow|granular snow|granule of snow|snow grain|snow granule|snow particle	obo:subsets/envo-basic.obo#envoPolar	A particle which is 1) primarily compposed of water ice, 2) on the order of 1 milimeter or less, 3) has a white and opaque appearance, and 4) is formed as a result of water droplets freezing during precipitation.
ENVO:03000139	ice fog	ENVO:01000844|RO:0002473 some ENVO:01000277	 some water ice|fog	air hoar|frost flakes|frost fog|frozen fog|ice-crystal fog|pogonip|rime fog	obo:subsets/envo-basic.obo#envoPolar	Fog which is composed of particles of ice.
ENVO:03000140	tundra climate	ENVO:01001082	climate		obo:subsets/envo-basic.obo#envoPolar	A climate which 1) has a mean temperature for the warmest month of less than 10°C (50°F), but higher than 0°C (32°F), 2) is not conducive to a permanent surficial cover of snow or ice, and 3) supports a tundra ecosystem.
ENVO:03000141	snow layer	ENVO:01001609|RO:0002473 some ENVO:01000406	 some snow|cryospheric layer	snow cover	obo:subsets/envo-basic.obo#envoPolar	A cryospheric layer which is primarily composed of snow.
ENVO:03000142	snow water equivalent				obo:subsets/envo-basic.obo#envoPolar	A depth which inheres in a layer of liquid water derived from the complete melting a mass of snow contained in an area.
ENVO:03000143	cryosphere	ENVO:01000813	astronomical body part		obo:subsets/envo-basic.obo#envoPolar	An astronomical body part which is composed primarily of environmental materials in their frozen form.
ENVO:03000144	planetary cryosphere	BFO:0000050 some ENVO:01000800|ENVO:03000143	 some planet|cryosphere		obo:subsets/envo-basic.obo#envoPolar	A cryosphere which is part of a planet.
ENVO:03000145	snow-covered land	ENVO:01001785	land	area of snow cover|land covered by snow|snow covered land	obo:subsets/envo-basic.obo#envoPolar	Land which is covered or partially covered by snow.
ENVO:03400001	area of alpine tundra	ENVO:00000112|RO:0000086 some ENVO:01000340	 some alpine|area of tundra			An area of tundra which is present in a region subject to alpine conditions.
ENVO:03400003	snow cover				obo:subsets/envo-basic.obo#envoPolar	An area density which inheres in snow distributed over an area of a landmass or other substrate.
ENVO:03400004	heavy snowfall	ENVO:01000895	snowfall	heavy snow|intense snow|intense snowfall	obo:subsets/envo-basic.obo#envoPolar	Snowfall which has an increased rate.
ENVO:03400005	ice pellet	ENVO:01000293	ice mass	grain of ice|ice grain|sleet|small hail	obo:subsets/envo-basic.obo#envoPolar	An ice mass which is 1) transparent or translucent, 2) rounded, spherically, or cylindrically shaped, and 3) less than 5 milimetres in diameter.
ENVO:03400006	lake-effect snowfall	BFO:0000051 some ENVO:01001612|ENVO:01000895|RO:0000057 some ENVO:00000020	 some lake| some material warming process|snowfall	lake effect snow|lake-effect snow	obo:subsets/envo-basic.obo#envoPolar	Snowfall which 1) is localized, 2) is convective, and 3) occurs as a result of a cold, dry air mass absorbing heat and moisture as it flows over a lake with warmer waters.
ENVO:03400007	lake-effect snow storm	ENVO:01000881	snowstorm	lake effect snow storm	obo:subsets/envo-basic.obo#envoPolar	A snowstorm during which intense lake-effect snowfall occurs.
ENVO:03400008	lambing storm	ENVO:01000895	snowfall	lamb storm|lamb-blasts|lamb-showers	obo:subsets/envo-basic.obo#envoPolar	A snowfall which occurs during springtime and is of low intensity.
ENVO:03400009	falling sleet	RO:0002351 some ENVO:01000833|RO:0002351 some ENVO:01000846|RO:0002351 some ENVO:03400015	 some sleet pellet| some water droplet| some water ice crystal	sleet	obo:subsets/envo-basic.obo#envoPolar	An object aggregate which is primarily composed of particles of water in liquid, frozen, or partially frozen states.
ENVO:03400010	freezing rain	ENVO:01001565	water-based rain		obo:subsets/envo-basic.obo#envoPolar	Water-based rain which is composed of supercooled water droplets, which freeze on contact with surfaces.
ENVO:03400011	hail				obo:subsets/envo-basic.obo#envoPolar	Precipitation which is composed primarily of hail stones.
ENVO:03400012	hail stone	ENVO:01000293	ice mass		obo:subsets/envo-basic.obo#envoPolar	An ice mass which 1) occurs in a ball-shape or irregular lump, 2) has a minimum diameter of 5 millimeters (or 0.2 inches), and 3) is formed within convective clouds.
ENVO:03400013	falling snow	RO:0002473 some ENVO:01000406	 some snow	snowfall	obo:subsets/envo-basic.obo#envoPolar	An object aggregate which is composed primarily of snow falling through an atmosphere.
ENVO:03400014	precipitation of sleet	ENVO:01000703	hydrological precipitation process	sleet|sleet fall	obo:subsets/envo-basic.obo#envoPolar	A hydrological precipitation process during which water falls in both liquid and frozen form.
ENVO:03400015	sleet pellet	ENVO:01000293	ice mass	sleet	obo:subsets/envo-basic.obo#envoPolar	An ice mass which is primarily composed of frozen or mostly frozen raindrops or refrozen partially melted snowflakes.
ENVO:03400016	area of ice cover	BFO:0000051 some ENVO:01001542|ENVO:01003020	 some ice surface layer|fiat part of an astronomical object		obo:subsets/envo-basic.obo#envoPolar	An environmental zone which is covered or partially covered by ice.
ENVO:03400017	depth of water ice				obo:subsets/envo-basic.obo#envoPolar	The depth of some water ice.
ENVO:04000000	adfreezing	ENVO:01001548|RO:0002234 some ENVO:01001125	 some ice|freezing		obo:subsets/envo-basic.obo#envoNceas|obo:subsets/envo-basic.obo#envoPolar	Adfreezing is a freezing process during which two objects adhere to each other via ice.
ENVO:04000001	frost heaving process	BFO:0000051 some ENVO:01001549|ENVO:01001664|RO:0000057 some ENVO:01000324	 some freezing of water into water ice| some planetary surface|cryoturbation of soil		obo:subsets/envo-basic.obo#envoNceas|obo:subsets/envo-basic.obo#envoPolar	Frost heaving is a process during which an upwards swelling of soil occurs due to freezing conditions caused by an increasing presence of ice as it grows towards the surface.
ENVO:04000009	active permafrost layer	ENVO:01001610|RO:0000056 some ENVO:01001613|RO:0002220 some ENVO:00000134	 some permafrost| some permafrost thawing process|active layer in a cryosphere	active layer of permafrost	obo:subsets/envo-basic.obo#envoNceas|obo:subsets/envo-basic.obo#envoPolar	A layer which is composed of ground that is 1) subject to annual thawing and freezing and 2) present in areas underlain by permafrost.
ENVO:06105101	plastic	ENVO:00010483	environmental material	Kunststoff|Plastik|plastica|塑膠	obo:subsets/envo-basic.obo#envoPlastics	An environnmental material which 1) is composed primarily of polymers with high molecular mass and 2) once deformed does not spontaneously return to its original shape.
ENVO:06105112	synthetic plastic	ENVO:06105101	plastic	manufactured plastic	obo:subsets/envo-basic.obo#envoPlastics|obo:subsets/envo-basic.obo#envoPolar	A plastic which is composed primarily of polymers produced by a manufacturing process.
ENVO:06105205	compacted soil	ENVO:00001998	soil			A soil which has a high bulk density and/or a low porosity. A compacted soil has a reduced rate of both water infiltration and drainage
ENVO:06105304	water-holding capacity of soil	ENVO:01003001|RO:0000052 some ENVO:00001998	 some soil|water-holding capacity	soil water-holding capacity		Water-holding capacity which inheres in some soil.
ENVO:09200023	depth of snow			snow cover|snow depth	obo:subsets/envo-basic.obo#envoPolar	The depth of some snow.
ENVO:09200037	hours of sunshine			sunshine hours	obo:subsets/envo-basic.obo#envoPolar	A one-dimensional temporal region during which an entity is exposed to stellar radiation.
ENVO:2000004	algal bloom	ENVO:00000012	hydrographic feature			A feature that arises from a rapid increase or accumulation in the population of algae (typically microscopic) in an aquatic system.
ENVO:2000005	freshwater algal bloom	ENVO:2000004	algal bloom		obo:subsets/envo-basic.obo#envoPolar	An algal bloom that is located in freshwater. Freshwater algal blooms are the result of an excess of nutrients, particularly some phosphates.
