iri	iri label	entity	entity label	attribute	attribute label
OBA_VT0001044	enteric nervous system morphology trait	UBERON_0002005	enteric nervous system	PATO_0000051	morphology
OBA_VT0001045	enteric ganglion morphology trait	UBERON_0001809	enteric ganglion	PATO_0000051	morphology
OBA_VT0001046	enteric neuron morphology trait	CL_0007011	enteric neuron	PATO_0000051	morphology
OBA_VT0001048	enteric neuron quantity	CL_0007011	enteric neuron	PATO_0000070	amount
OBA_VT0001051	somatic motor system morphology trait	UBERON_0003945	somatic motor system	PATO_0000051	morphology
OBA_VT0001053	neuromuscular synapse morphology trait	GO_0031594	neuromuscular junction	PATO_0000051	morphology
OBA_VT0001056	cranial nerve morphology trait	UBERON_0001785	cranial nerve	PATO_0000051	morphology
OBA_VT0001059	optic nerve size trait	UBERON_0004904	neuron projection bundle connecting eye with brain	PATO_0000117	size
OBA_VT0001061	oculomotor nerve morphology trait	UBERON_0001643	oculomotor nerve	PATO_0000051	morphology
OBA_VT0001062	oculomotor nerve size trait	UBERON_0001643	oculomotor nerve	PATO_0000117	size
OBA_VT0001063	trochlear nerve morphology trait	UBERON_0001644	trochlear nerve	PATO_0000051	morphology
OBA_VT0001064	trochlear nerve size trait	UBERON_0001644	trochlear nerve	PATO_0000117	size
OBA_VT0001065	trigeminal nerve morphology trait	UBERON_0001645	trigeminal nerve	PATO_0000051	morphology
OBA_VT0001067	mandibular nerve morphology trait	UBERON_0000375	mandibular nerve	PATO_0000051	morphology
OBA_VT0001070	abducens nerve morphology trait	UBERON_0001646	abducens nerve	PATO_0000051	morphology
OBA_VT0001071	facial nerve morphology trait	UBERON_0001647	facial nerve	PATO_0000051	morphology
OBA_VT0001072	vestibulocochlear nerve morphology trait	UBERON_0001648	vestibulocochlear nerve	PATO_0000051	morphology
OBA_VT0001073	glossopharyngeal nerve morphology trait	UBERON_0001649	glossopharyngeal nerve	PATO_0000051	morphology
OBA_VT0001074	vagus nerve morphology trait	UBERON_0001759	vagus nerve	PATO_0000051	morphology
OBA_VT0001075	accessory nerve morphology trait	UBERON_0002019	accessory XI nerve	PATO_0000051	morphology
OBA_VT0001076	hypoglossal nerve morphology trait	UBERON_0001650	hypoglossal nerve	PATO_0000051	morphology
OBA_VT0001077	spinal nerve morphology trait	UBERON_0001780	spinal nerve	PATO_0000051	morphology
OBA_VT0001078	phrenic nerve morphology trait	UBERON_0001884	phrenic nerve	PATO_0000051	morphology
OBA_VT0001081	cranial ganglion morphology trait	UBERON_0001714	cranial ganglion	PATO_0000051	morphology
OBA_VT0001082	geniculate ganglion morphology trait	UBERON_0001700	geniculate ganglion	PATO_0000051	morphology
OBA_VT0001083	geniculate ganglion size trait	UBERON_0001700	geniculate ganglion	PATO_0000117	size
OBA_VT0001084	petrosal ganglion morphology trait	UBERON_0005360	inferior glossopharyngeal IX ganglion	PATO_0000051	morphology
OBA_VT0001085	petrosal ganglion size trait	UBERON_0001701	glossopharyngeal ganglion	PATO_0000117	size
OBA_VT0001087	nodose ganglion morphology trait	UBERON_0005363	inferior vagus X ganglion	PATO_0000051	morphology
OBA_VT0001088	nodose ganglion size trait	UBERON_0005363	inferior vagus X ganglion	PATO_0000117	size
OBA_VT0001092	trigeminal ganglion morphology trait	UBERON_0001675	trigeminal ganglion	PATO_0000051	morphology
OBA_VT0001095	trigeminal ganglion size trait	UBERON_0001675	trigeminal ganglion	PATO_0000117	size
OBA_VT0001096	glossopharyngeal ganglion morphology trait	UBERON_0001701	glossopharyngeal ganglion	PATO_0000051	morphology
OBA_VT0001097	superior glossopharyngeal ganglion morphology trait	UBERON_0005361	superior glossopharyngeal IX ganglion	PATO_0000051	morphology
OBA_VT0001098	superior glossopharyngeal ganglion size trait	UBERON_0005361	superior glossopharyngeal IX ganglion	PATO_0000117	size
OBA_VT0001101	superior vagus ganglion morphology trait	UBERON_0005364	superior vagus X ganglion	PATO_0000051	morphology
OBA_VT0001102	superior vagus ganglion size trait	UBERON_0005364	superior vagus X ganglion	PATO_0000117	size
OBA_VT0001106	Schwann cell morphology trait	CL_0000218	myelinating Schwann cell	PATO_0000051	morphology
OBA_VT0001107	Schwann cell quantity	CL_0000218	myelinating Schwann cell	PATO_0001555	has number of
OBA_VT0001119	female reproductive system morphology trait	UBERON_0000474	female reproductive system	PATO_0000051	morphology
OBA_VT0001120	uterus morphology trait	UBERON_0000995	uterus	PATO_0000051	morphology
OBA_VT0001125	oocyte morphology trait	CL_0000023	oocyte	PATO_0000051	morphology
OBA_VT0001126	ovary morphology trait	UBERON_0000992	female gonad	PATO_0000051	morphology
OBA_VT0001127	ovary size trait	UBERON_0000992	female gonad	PATO_0000117	size
OBA_VT0001131	ovarian follicle morphology trait	UBERON_0001305	ovarian follicle	PATO_0000051	morphology
OBA_VT0001135	cervix morphology trait	UBERON_0000002	uterine cervix	PATO_0000051	morphology
OBA_VT0001137	cervical epithelium morphology trait	UBERON_0004801	cervix epithelium	PATO_0000051	morphology
OBA_VT0001138	cervical squamous epithelium morphology trait	UBERON_0006922	cervix squamous epithelium	PATO_0000051	morphology
OBA_VT0001139	vagina morphology trait	UBERON_0000996	vagina	PATO_0000051	morphology
OBA_VT0001140	vaginal epithelium morphology trait	UBERON_0001344	epithelium of vagina	PATO_0000051	morphology
OBA_VT0001141	vaginal epithelium thickness	UBERON_0001344	epithelium of vagina	PATO_0000915	thickness
OBA_VT0001142	vaginal opening morphology trait	UBERON_0012317	vagina orifice	PATO_0000051	morphology
OBA_VT0001143	vaginal opening size trait	UBERON_0012317	vagina orifice	PATO_0000117	size
OBA_VT0001145	male reproductive system morphology trait	UBERON_0000079	male reproductive system	PATO_0000051	morphology
OBA_VT0001146	testes morphology trait	UBERON_0000473	testis	PATO_0000051	morphology
OBA_VT0001148	testes size trait	UBERON_0000473	testis	PATO_0000117	size
OBA_VT0001150	scrotum size trait	UBERON_0001300	scrotum	PATO_0000117	size
OBA_VT0001151	foreskin size trait	UBERON_0001332	prepuce of penis	PATO_0000117	size
OBA_VT0001153	seminiferous tubule size trait	UBERON_0001343	seminiferous tubule of testis	PATO_0000117	size
OBA_VT0001158	prostate morphology trait	UBERON_0002367	prostate gland	PATO_0000051	morphology
OBA_VT0001163	coagulating gland morphology trait	UBERON_0008807	coagulating gland	PATO_0000051	morphology
OBA_VT0001168	prostate epithelium morphology trait	UBERON_0000428	prostate epithelium	PATO_0000051	morphology
OBA_VT0001169	bulbourethral gland morphology trait	UBERON_0002366	bulbo-urethral gland	PATO_0000051	morphology
OBA_VT0001170	bulbourethral gland size trait	UBERON_0002366	bulbo-urethral gland	PATO_0000117	size
OBA_VT0001175	lung morphology trait	UBERON_0002048	lung	PATO_0000051	morphology
OBA_VT0001179	alveolar septum thickness	UBERON_0004893	interalveolar septum	PATO_0000915	thickness
OBA_VT0001183	respiratory alveoli size trait	UBERON_0002299	alveolus of lung	PATO_0000117	size
OBA_VT0001200	skin thickness	UBERON_0000014	zone of skin	PATO_0000915	thickness
OBA_VT0001216	epidermis morphology trait	UBERON_0001003	skin epidermis	PATO_0000051	morphology
OBA_VT0001219	epidermis thickness	UBERON_0001003	skin epidermis	PATO_0000915	thickness
OBA_VT0001231	epidermis stratum basale morphology trait	UBERON_0002025	stratum basale of epidermis	PATO_0000051	morphology
OBA_VT0001236	epidermis stratum spinosum morphology trait	UBERON_0002026	stratum spinosum of epidermis	PATO_0000051	morphology
OBA_VT0001237	epidermis stratum spinosum cell size trait	CL_0000649	prickle cell	PATO_0000117	size
OBA_VT0001238	epidermis stratum spinosum thickness	UBERON_0002026	stratum spinosum of epidermis	PATO_0000915	thickness
OBA_VT0001239	epidermis stratum granulosum morphology trait	UBERON_0002069	stratum granulosum of epidermis	PATO_0000051	morphology
OBA_VT0001240	epidermis stratum corneum morphology trait	UBERON_0002027	stratum corneum of epidermis	PATO_0000051	morphology
OBA_VT0001242	epidermis stratum corneum thickness	UBERON_0002027	stratum corneum of epidermis	PATO_0000915	thickness
OBA_VT0001243	dermis morphology trait	UBERON_0002067	dermis	PATO_0000051	morphology
OBA_VT0001245	dermis thickness	UBERON_0002067	dermis	PATO_0000915	thickness
OBA_VT0001248	connective tissue morphology trait	UBERON_0002384	connective tissue	PATO_0000051	morphology
OBA_VT0001250	dermis stratum papillare morphology trait	UBERON_0001992	papillary layer of dermis	PATO_0000051	morphology
OBA_VT0001253	body height	UBERON_0000468	multicellular organism	PATO_0000119	height
OBA_VT0001256	body length	UBERON_0000468	multicellular organism	PATO_0000122	length
OBA_VT0001259	body mass	UBERON_0000468	multicellular organism	PATO_0000128	weight
OBA_VT0001274	vibrissa shape trait	UBERON_0006378	strand of vibrissa hair	PATO_0000052	shape
OBA_VT0001277	vibrissa organization trait	UBERON_0006378	strand of vibrissa hair	PATO_0000060	spatial pattern
OBA_VT0001281	vibrissa length	UBERON_0006378	strand of vibrissa hair	PATO_0000122	length
OBA_VT0001299	eye orientation trait	UBERON_0000019	camera-type eye	PATO_0000133	orientation
OBA_VT0001303	lens morphology trait	UBERON_0000965	lens of camera-type eye	PATO_0000051	morphology
OBA_VT0001305	lens size trait	UBERON_0000965	lens of camera-type eye	PATO_0000117	size
OBA_VT0001308	lens polarity trait	UBERON_0000965	lens of camera-type eye	PATO_0002186	polarity
OBA_VT0001310	conjunctiva morphology trait	UBERON_0001811	conjunctiva	PATO_0000051	morphology
OBA_VT0001312	cornea morphology trait	UBERON_0000964	cornea	PATO_0000051	morphology
OBA_VT0001317	pupil morphology trait	UBERON_0001771	pupil	PATO_0000051	morphology
OBA_VT0001319	pupil shape trait	UBERON_0001771	pupil	PATO_0000052	shape
OBA_VT0001321	pupil size trait	UBERON_0001771	pupil	PATO_0000117	size
OBA_VT0001322	iris morphology trait	UBERON_0001769	iris	PATO_0000051	morphology
OBA_VT0001325	retina morphology trait	UBERON_0000966	retina	PATO_0000051	morphology
OBA_VT0001329	retina cell quantity	CL_0009004	retinal cell	PATO_0000070	amount
OBA_VT0001330	optic nerve morphology trait	UBERON_0004904	neuron projection bundle connecting eye with brain	PATO_0000051	morphology
OBA_VT0001334	optic tract size trait	UBERON_0001908	optic tract	PATO_0000117	size
OBA_VT0001340	eyelid morphology trait	UBERON_0001711	eyelid	PATO_0000051	morphology
OBA_VT0001345	meibomian gland size trait	UBERON_0001818	tarsal gland	PATO_0000117	size
OBA_VT0001346	lacrimal gland morphology trait	UBERON_0001817	lacrimal gland	PATO_0000051	morphology
OBA_VT0001348	lacrimal gland physiology trait	UBERON_0001817	lacrimal gland	PATO_0001509	functionality
OBA_VT0001365	Deiters cell quantity	CL_0000635	Deiter's cell	PATO_0000070	amount
OBA_VT0001366	pillar cell quantity	CL_1000191	pillar cell	PATO_0001555	has number of
OBA_VT0001387	spiral ligament size trait	UBERON_0006725	spiral ligament	PATO_0000117	size
OBA_VT0001416	strial marginal cell quantity	CL_0002492	strial marginal cell	PATO_0000070	amount
OBA_VT0001418	tectorial membrane size trait	UBERON_0002233	tectorial membrane of cochlea	PATO_0000117	size
OBA_VT0001421	scala media size trait	UBERON_0002295	scala media	PATO_0000117	size
OBA_VT0001444	scala tympani size trait	UBERON_0001864	scala tympani	PATO_0000117	size
OBA_VT0001456	otic capsule size trait	UBERON_0004637	otic capsule	PATO_0000117	size
OBA_VT0001457	vestibular dark cell morphology trait	CL_0000846	vestibular dark cell	PATO_0000051	morphology
OBA_VT0001459	vestibule size trait	UBERON_0001349	vestibule	PATO_0000117	size
OBA_VT0001464	incus size trait	UBERON_0001688	incus bone	PATO_0000117	size
OBA_VT0001465	malleus size trait	UBERON_0001689	malleus bone	PATO_0000117	size
OBA_VT0001501	sleep behavior trait	GO_0030431	sleep	PATO_0000060	spatial pattern
OBA_VT0001539	caudal vertebra quantity	UBERON_0001095	caudal vertebra	PATO_0001555	has number of
OBA_VT0001541	osteoclast physiology trait	CL_0000092	osteoclast	PATO_0001509	functionality
OBA_VT0001542	bone strength trait	UBERON_0001474	bone element	PATO_0001230	strength
OBA_VT0001544	cardiovascular system physiology trait	UBERON_0004535	cardiovascular system	PATO_0001509	functionality
OBA_VT0001547	lipid amount	CHEBI_18059	lipid	PATO_0000070	amount
OBA_VT0001586	erythrocyte quantity	CL_0000232	erythrocyte	PATO_0000070	amount
OBA_VT0001588	blood hemoglobin amount	CHEBI_35143	hemoglobin	PATO_0000070	amount
OBA_VT0001614	blood vessel morphology trait	UBERON_0001981	blood vessel	PATO_0000051	morphology
OBA_VT0001649	symphysis menti morphology trait	UBERON_0006606	mandibular symphysis	PATO_0000051	morphology
OBA_VT0001663	gastrointestinal system physiology trait	UBERON_0001007	digestive system	PATO_0001509	functionality
OBA_VT0001684	axial mesoderm development trait	GO_0007498	mesoderm development	PATO_0002036	axial to
OBA_VT0001691	somite shape trait	UBERON_0002329	somite	PATO_0000052	shape
OBA_VT0001697	embryo size trait	UBERON_0000922	embryo	PATO_0000117	size
OBA_VT0001710	amniotic fold morphology trait	UBERON_0005971	amniotic fold	PATO_0000051	morphology
OBA_VT0001711	placenta morphology trait	UBERON_0001987	placenta	PATO_0000051	morphology
OBA_VT0001716	placenta labyrinth morphology trait	UBERON_0003946	placenta labyrinth	PATO_0000051	morphology
OBA_VT0001718	yolk sac morphology trait	UBERON_0001040	yolk sac	PATO_0000051	morphology
OBA_VT0001721	blood island morphology trait	UBERON_0003061	blood island	PATO_0000051	morphology
OBA_VT0001722	yolk sac color	UBERON_0001040	yolk sac	PATO_0000014	color
OBA_VT0001724	extraembryonic endoderm morphology trait	UBERON_0004877	visceral endoderm	PATO_0000051	morphology
OBA_VT0001725	umbilical cord morphology trait	UBERON_0002331	umbilical cord	PATO_0000051	morphology
OBA_VT0001726	allantois morphology trait	UBERON_0004340	allantois	PATO_0000051	morphology
OBA_VT0001770	iron amount	CHEBI_18248	iron atom	PATO_0000070	amount
OBA_VT0001775	selenium amount	CHEBI_27568	selenium atom	PATO_0000070	amount
OBA_VT0001778	brown adipose amount	UBERON_0001348	brown adipose tissue	PATO_0000070	amount
OBA_VT0001781	white adipose amount	UBERON_0001347	white adipose tissue	PATO_0000070	amount
OBA_VT0001790	immune system physiology trait	UBERON_0002405	immune system	PATO_0001509	functionality
OBA_VT0001830	effector T cell quantity	CL_0000911	effector T cell	PATO_0001555	has number of
OBA_VT0001879	lymphatic vessel morphology trait	UBERON_0001473	lymphatic vessel	PATO_0000051	morphology
OBA_VT0001881	mammary gland physiology trait	UBERON_0001911	mammary gland	PATO_0001509	functionality
OBA_VT0001884	mammary alveoli morphology trait	UBERON_0003214	mammary gland alveolus	PATO_0000051	morphology
OBA_VT0001885	mammary duct morphology trait	UBERON_0001765	mammary duct	PATO_0000051	morphology
OBA_VT0001905	nervous system dopamine amount	CHEBI_18243	dopamine	PATO_0000070	amount
OBA_VT0001919	reproductive system physiology trait	UBERON_0000990	reproductive system	PATO_0001509	functionality
OBA_VT0001922	male fertility trait	CHEBI_30780	maleate(2-)	PATO_0000274	fertility
OBA_VT0001942	lung capacity	UBERON_0002048	lung	PATO_0000918	volume
OBA_VT0001944	pancreas morphology trait	UBERON_0001264	pancreas	PATO_0000051	morphology
OBA_VT0001983	olfactory system physiology trait	UBERON_0000005	chemosensory organ	PATO_0001509	functionality
OBA_VT0001985	gustatory system physiology trait	UBERON_0001033	gustatory system	PATO_0001509	functionality
OBA_VT0001986	taste sensitivity trait	GO_0050909	sensory perception of taste	PATO_0000085	sensitivity toward
OBA_VT0002059	seminal gland morphology trait	UBERON_0000998	seminal vesicle	PATO_0000051	morphology
OBA_VT0002074	hair texture trait	UBERON_0001037	strand of hair	PATO_0000150	texture
OBA_VT0002076	hair follicle morphology trait	UBERON_0002073	hair follicle	PATO_0000051	morphology
OBA_VT0002086	extraembryonic tissue morphology trait	UBERON_0000478	extraembryonic structure	PATO_0000051	morphology
OBA_VT0002092	eye morphology trait	UBERON_0000019	camera-type eye	PATO_0000051	morphology
OBA_VT0002096	skin morphology trait	UBERON_0000014	zone of skin	PATO_0000051	morphology
OBA_VT0002098	vibrissa morphology trait	UBERON_0006378	strand of vibrissa hair	PATO_0000051	morphology
OBA_VT0002100	tooth morphology trait	UBERON_0001091	calcareous tooth	PATO_0000051	morphology
OBA_VT0002102	ear morphology trait	UBERON_0001690	ear	PATO_0000051	morphology
OBA_VT0002104	hearing physiology trait	GO_0007605	sensory perception of sound	PATO_0001509	functionality
OBA_VT0002106	muscular system physiology trait	UBERON_0000383	musculature of body	PATO_0001509	functionality
OBA_VT0002108	muscular system morphology trait	UBERON_0000383	musculature of body	PATO_0000051	morphology
OBA_VT0002109	limb morphology trait	UBERON_0002101	limb	PATO_0000051	morphology
OBA_VT0002110	digit morphology trait	UBERON_0002544	digit	PATO_0000051	morphology
OBA_VT0002111	tail morphology trait	UBERON_0002415	tail	PATO_0000051	morphology
OBA_VT0002114	axial skeleton morphology trait	UBERON_0002090	postcranial axial skeleton	PATO_0000051	morphology
OBA_VT0002116	craniofacial bone morphology trait	UBERON_0003457	head bone	PATO_0000051	morphology
OBA_VT0002127	cardiovascular system morphology trait	UBERON_0004535	cardiovascular system	PATO_0000051	morphology
OBA_VT0002132	respiratory system morphology trait	UBERON_0001004	respiratory system	PATO_0000051	morphology
OBA_VT0002133	respiratory system physiology trait	UBERON_0001004	respiratory system	PATO_0001509	functionality
OBA_VT0002135	kidney morphology trait	UBERON_0002113	kidney	PATO_0000051	morphology
OBA_VT0002136	kidney physiology trait	UBERON_0002113	kidney	PATO_0001509	functionality
OBA_VT0002138	hepatobiliary system morphology trait	UBERON_0002423	hepatobiliary system	PATO_0000051	morphology
OBA_VT0002139	hepatobiliary system physiology trait	UBERON_0002423	hepatobiliary system	PATO_0001509	functionality
OBA_VT0002152	brain morphology trait	UBERON_0000955	brain	PATO_0000051	morphology
OBA_VT0002160	reproductive system morphology trait	UBERON_0000990	reproductive system	PATO_0000051	morphology
OBA_VT0002163	gland morphology trait	UBERON_0002530	gland	PATO_0000051	morphology
OBA_VT0002164	gland physiology trait	UBERON_0002530	gland	PATO_0001509	functionality
OBA_VT0002176	brain mass	UBERON_0000955	brain	PATO_0000128	weight
OBA_VT0002177	outer ear morphology trait	UBERON_0001757	pinna	PATO_0000051	morphology
OBA_VT0002182	astrocyte morphology trait	CL_0000127	astrocyte	PATO_0000051	morphology
OBA_VT0002184	innervation trait	GO_0060384	innervation	PATO_0000051	morphology
OBA_VT0002187	fibula morphology trait	UBERON_0001446	fibula	PATO_0000051	morphology
OBA_VT0002191	artery morphology trait	UBERON_0001637	artery	PATO_0000051	morphology
OBA_VT0002199	brain commissure morphology trait	UBERON_0005970	brain commissure	PATO_0000051	morphology
OBA_VT0002200	brain ventricle/choroid plexus morphology trait	UBERON_0003947	brain ventricle/choroid plexus	PATO_0000051	morphology
OBA_VT0002208	germ cell morphology trait	CL_0000586	germ cell	PATO_0000051	morphology
OBA_VT0002209	germ cell quanitity	CL_0000586	germ cell	PATO_0001555	has number of
OBA_VT0002216	seminiferous tubule morphology trait	UBERON_0001343	seminiferous tubule of testis	PATO_0000051	morphology
OBA_VT0002221	immune system organ size trait	UBERON_0005057	immune organ	PATO_0000117	size
OBA_VT0002224	spleen size trait	UBERON_0002106	spleen	PATO_0000117	size
OBA_VT0002227	spleen capsule morphology trait	UBERON_0004641	spleen capsule	PATO_0000051	morphology
OBA_VT0002228	spleen trabecular vein morphology trait	UBERON_0010400	spleen trabecular vein	PATO_0000051	morphology
OBA_VT0002231	primitive streak morphology trait	UBERON_0004341	primitive streak	PATO_0000051	morphology
OBA_VT0002233	nose morphology trait	UBERON_0000004	nose	PATO_0000051	morphology
OBA_VT0002234	pharynx morphology trait	UBERON_0001042	chordate pharynx	PATO_0000051	morphology
OBA_VT0002235	external nares morphology trait	UBERON_0005928	external naris	PATO_0000051	morphology
OBA_VT0002236	internal nares morphology trait	UBERON_0004771	posterior nasal aperture	PATO_0000051	morphology
OBA_VT0002237	nasal cavity morphology trait	UBERON_0001707	nasal cavity	PATO_0000051	morphology
OBA_VT0002238	nasal mucosa morphology trait	UBERON_0005384	nasal cavity epithelium	PATO_0000051	morphology
OBA_VT0002239	nasal septum morphology trait	UBERON_0001706	nasal septum	PATO_0000051	morphology
OBA_VT0002240	paranasal sinus morphology trait	UBERON_0001825	paranasal sinus	PATO_0000051	morphology
OBA_VT0002242	olfactory mucosa morphology trait	UBERON_0005386	olfactory segment of nasal mucosa	PATO_0000051	morphology
OBA_VT0002243	vomeronasal organ morphology trait	UBERON_0002255	vomeronasal organ	PATO_0000051	morphology
OBA_VT0002244	turbinated bone morphology trait	UBERON_0001762	turbinate bone	PATO_0000051	morphology
OBA_VT0002245	ethmoid sinus morphology trait	UBERON_0002453	ethmoid sinus	PATO_0000051	morphology
OBA_VT0002246	frontal sinus morphology trait	UBERON_0001760	frontal sinus	PATO_0000051	morphology
OBA_VT0002248	sphenoid sinus morphology trait	UBERON_0001724	sphenoidal sinus	PATO_0000051	morphology
OBA_VT0002249	larynx morphology trait	UBERON_0001737	larynx	PATO_0000051	morphology
OBA_VT0002250	hypopharynx morphology trait	UBERON_0001051	hypopharynx	PATO_0000051	morphology
OBA_VT0002251	nasopharynx morphology trait	UBERON_0001728	nasopharynx	PATO_0000051	morphology
OBA_VT0002252	oropharynx morphology trait	UBERON_0001729	oropharynx	PATO_0000051	morphology
OBA_VT0002253	pharyngeal muscle morphology trait	UBERON_0000933	pharyngeal muscle	PATO_0000051	morphology
OBA_VT0002255	glottis morphology trait	UBERON_0002486	glottis	PATO_0000051	morphology
OBA_VT0002256	laryngeal cartilage morphology trait	UBERON_0001739	laryngeal cartilage	PATO_0000051	morphology
OBA_VT0002257	arytenoid cartilage morphology trait	UBERON_0001740	arytenoid cartilage	PATO_0000051	morphology
OBA_VT0002258	cricoid cartilage morphology trait	UBERON_0002375	cricoid cartilage	PATO_0000051	morphology
OBA_VT0002259	epiglottis morphology trait	UBERON_0000388	epiglottis	PATO_0000051	morphology
OBA_VT0002260	thyroid cartilage morphology trait	UBERON_0001738	thyroid cartilage	PATO_0000051	morphology
OBA_VT0002261	laryngeal mucosa morphology trait	UBERON_0001824	mucosa of larynx	PATO_0000051	morphology
OBA_VT0002262	nasal mucosa goblet cell morphology trait	CL_0002480	nasal mucosa goblet cell	PATO_0000051	morphology
OBA_VT0002263	laryngeal muscle morphology trait	UBERON_0001568	muscle of larynx	PATO_0000051	morphology
OBA_VT0002264	bronchus morphology trait	UBERON_0002185	bronchus	PATO_0000051	morphology
OBA_VT0002265	left major bronchus morphology trait	UBERON_0002178	left main bronchus	PATO_0000051	morphology
OBA_VT0002266	right major bronchus morphology trait	UBERON_0002177	right main bronchus	PATO_0000051	morphology
OBA_VT0002267	bronchiole morphology trait	UBERON_0002186	bronchiole	PATO_0000051	morphology
OBA_VT0002268	terminal bronchiole morphology trait	UBERON_0002187	terminal bronchiole	PATO_0000051	morphology
OBA_VT0002270	respiratory alveoli morphology trait	UBERON_0002299	alveolus of lung	PATO_0000051	morphology
OBA_VT0002271	respiratory alveolar duct morphology trait	UBERON_0002173	pulmonary alveolar duct	PATO_0000051	morphology
OBA_VT0002273	respiratory alveolar epithelial cell morphology trait	CL_0000322	pneumocyte	PATO_0000051	morphology
OBA_VT0002274	type I pneumocyte morphology trait	CL_0002062	type I pneumocyte	PATO_0000051	morphology
OBA_VT0002275	type II pneumocyte morphology trait	CL_0002063	type II pneumocyte	PATO_0000051	morphology
OBA_VT0002276	lung interstitium morphology trait	UBERON_0000114	lung connective tissue	PATO_0000051	morphology
OBA_VT0002277	respiratory mucosa morphology trait	UBERON_0004785	respiratory system mucosa	PATO_0000051	morphology
OBA_VT0002278	respiratory muscle morphology trait	UBERON_0014398	respiratory muscle	PATO_0000051	morphology
OBA_VT0002279	diaphragm morphology trait	UBERON_0001103	diaphragm	PATO_0000051	morphology
OBA_VT0002280	intercostal muscle morphology trait	UBERON_0001111	intercostal muscle	PATO_0000051	morphology
OBA_VT0002282	trachea morphology trait	UBERON_0003126	trachea	PATO_0000051	morphology
OBA_VT0002284	tracheal smooth muscle morphology trait	UBERON_0003387	smooth muscle of trachea	PATO_0000051	morphology
OBA_VT0002292	gestation period duration	GO_0007565	female pregnancy	PATO_0001309	duration
OBA_VT0002324	blood-air barrier morphology trait	UBERON_0003948	blood-air barrier	PATO_0000051	morphology
OBA_VT0002339	lymph node morphology trait	UBERON_0000029	lymph node	PATO_0000141	structure
OBA_VT0002340	axillary lymph node morphology trait	UBERON_0001097	axillary lymph node	PATO_0000051	morphology
OBA_VT0002343	lymph node cortex morphology trait	UBERON_0002006	cortex of lymph node	PATO_0000051	morphology
OBA_VT0002344	lymph node B cell domain morphology trait	UBERON_0010416	lymph node B cell domain	PATO_0000051	morphology
OBA_VT0002345	lymph node primary follicle morphology trait	UBERON_0010395	lymph node primary follicle	PATO_0000051	morphology
OBA_VT0002346	lymph node secondary follicle morphology trait	UBERON_0001745	secondary nodular lymphoid tissue	PATO_0000051	morphology
OBA_VT0002347	lymph node T cell domain morphology trait	UBERON_0010417	lymph node T cell domain	PATO_0000051	morphology
OBA_VT0002348	lymph node medulla morphology trait	UBERON_0002007	medulla of lymph node	PATO_0000051	morphology
OBA_VT0002349	afferent lymphatic vessel morphology trait	UBERON_0010396	afferent lymphatic vessel	PATO_0000051	morphology
OBA_VT0002350	efferent lymphatic vessel morphology trait	UBERON_0010397	efferent lymphatic vessel	PATO_0000051	morphology
OBA_VT0002351	cervical lymph node morphology trait	UBERON_0002429	cervical lymph node	PATO_0000051	morphology
OBA_VT0002352	popliteal lymph node morphology trait	UBERON_0001543	popliteal lymph node	PATO_0000051	morphology
OBA_VT0002353	inguinal lymph node morphology trait	UBERON_0001542	inguinal lymph node	PATO_0000051	morphology
OBA_VT0002354	spleen trabecular artery morphology trait	UBERON_0010399	spleen trabecular artery	PATO_0000051	morphology
OBA_VT0002356	spleen red pulp morphology trait	UBERON_0001250	red pulp of spleen	PATO_0000051	morphology
OBA_VT0002357	spleen white pulp morphology trait	UBERON_0001959	white pulp of spleen	PATO_0000051	morphology
OBA_VT0002358	spleen periarteriolar lymphoid sheath morphology trait	UBERON_0001960	periarterial lymphatic sheath	PATO_0000051	morphology
OBA_VT0002359	spleen germinal center morphology trait	UBERON_0005196	spleen germinal center	PATO_0000051	morphology
OBA_VT0002360	spleen B cell corona morphology trait	UBERON_0010421	spleen B cell corona	PATO_0000051	morphology
OBA_VT0002361	spleen central arteriole morphology trait	UBERON_0010401	spleen central arteriole	PATO_0000051	morphology
OBA_VT0002362	spleen marginal zone morphology trait	UBERON_0001251	marginal zone of spleen	PATO_0000051	morphology
OBA_VT0002363	spleen marginal sinus morphology trait	UBERON_0010398	spleen marginal sinus	PATO_0000051	morphology
OBA_VT0002364	thymus size trait	UBERON_0002370	thymus	PATO_0000117	size
OBA_VT0002367	thymus lobule morphology trait	UBERON_0002125	thymus lobule	PATO_0000051	morphology
OBA_VT0002368	thymus capsule morphology trait	UBERON_0002122	capsule of thymus	PATO_0000051	morphology
OBA_VT0002369	thymus subcapsular epithelium morphology trait	UBERON_0006936	thymus subcapsular epithelium	PATO_0000051	morphology
OBA_VT0002371	thymus cortex morphology trait	UBERON_0002123	cortex of thymus	PATO_0000051	morphology
OBA_VT0002375	thymus medulla morphology trait	UBERON_0002124	medulla of thymus	PATO_0000051	morphology
OBA_VT0002376	dendritic cell physiology trait	GO_0009987	cellular process	PATO_0002045	dendritic
OBA_VT0002377	mucosa-associated lymphoid tissue morphology trait	UBERON_0001961	mucosa-associated lymphoid tissue	PATO_0000051	morphology
OBA_VT0002378	gut-associated lymphoid tissue morphology trait	UBERON_0001962	gut-associated lymphoid tissue	PATO_0000051	morphology
OBA_VT0002379	oropharyngeal lymphoid tissue morphology trait	UBERON_0001735	tonsillar ring	PATO_0000051	morphology
