cls,def,xrefs
http://purl.obolibrary.org/obo/ENVO_01000160,"Pockmarks are craters in the seabed resulting from the release of gas or liquid. Generally, they are formed in soft, fine-grained seabed sediments by the escape of fluids (gas or water, but mainly methane) into the water column.",
http://purl.obolibrary.org/obo/ENVO_01000135,Sediment hosting and characterised by active nitrate reducing microbial communities.,
http://purl.obolibrary.org/obo/ENVO_00005771,,
http://purl.obolibrary.org/obo/ENVO_0010105,,
http://purl.obolibrary.org/obo/ENVO_00000119,A forest that has been intentionally established by human intervention.,
_:b108,,
http://purl.obolibrary.org/obo/ENVO_01000370,An tundra climatic condition is a polar condition in which at least one month's average temperature  exceeds 0 degrees Celsius.,
http://purl.obolibrary.org/obo/ENVO_00003927,,
http://purl.obolibrary.org/obo/ENVO_00000051,A spring that is produced by the emergence of geothermally-heated groundwater from the Earth's crust.,Wikipedia:Hot_spring EcoLexicon:thermal_spring FTT:732 FTT:815 Geonames:H.SPNT
http://purl.obolibrary.org/obo/ENVO_00000526,"A deep narrow slot, notch, or groove in a cliff.",Geonames:T.CFT Wikipedia:Cleft
http://purl.obolibrary.org/obo/ENVO_01000194,A montane grassland biome is a grassland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.,
http://purl.obolibrary.org/obo/ENVO_0010068,,
http://purl.obolibrary.org/obo/ENVO_01000164,Root nodules occur on the roots of plants that associate with symbiotic nitrogen-fixing bacteria.,
http://purl.obolibrary.org/obo/ENVO_00000350,A volcanic caldera that has been partially filled by a new central cone.,Wikipedia:Somma_volcano
http://purl.obolibrary.org/obo/ENVO_01000253,,
http://purl.obolibrary.org/obo/ENVO_00000327,"A secondary mineral deposit formed in caves, most commonly calcite.",Wikipedia:Speleothem EcoLexicon:speleothem
http://purl.obolibrary.org/obo/ENVO_00000390,,Geonames:T.SPUR TGN:21366 FTT:1177
http://purl.obolibrary.org/obo/ENVO_00000550,,TGN:23131 TGN:23344 TGN:23145 Geonames:U.CDAU
_:b109,,
http://purl.obolibrary.org/obo/ENVO_00000411,The shallow part of a stream which can be easily crossed.,Geonames:T.FORD Wikipedia:Ford EcoLexicon:ford FTT:714 FTT:83 TGN:21170
http://purl.obolibrary.org/obo/ENVO_0010104,,
http://purl.obolibrary.org/obo/ENVO_00005772,,
http://purl.obolibrary.org/obo/ENVO_00000338,Vomit is a bodily fluid consisting of the expulsed contents of the stomach of an organism disgorged through the mouth or nose.,Wikipedia:Vomit
_:b110,,
http://purl.obolibrary.org/obo/ENVO_01000512,A wooden building roof is a building roof that is built from wood.,
_:b111,,
http://purl.obolibrary.org/obo/ENVO_00000359,"A natural/cultural feature of outstanding or unique value because of its inherent rarity, representative of aesthetic qualities or cultural significance.",Wikipedia:Natural_monument
http://purl.obolibrary.org/obo/ENVO_00005777,,
_:b112,,
_:b113,,
http://purl.obolibrary.org/obo/ENVO_01000108,"The marine cold-water sphere describes a water mass extending from the polar seas and across low latitudes at depths of ca. 800 to 1000 m, which is separated from the marine warm-water sphere by the permanent marine thermocline",
http://purl.obolibrary.org/obo/ENVO_00002276,,Wikipedia:Animal_waste SWEETRealm:AnimalWaste
http://purl.obolibrary.org/obo/ENVO_01000739,An environmental system which can sustain and allow the growth of an ecological population.,LTER:238 Wikipedia:Habitat EcoLexicon:habitat SWEETRealm:Habitat
http://purl.obolibrary.org/obo/ENVO_00000342,A comparatively elevated area on an icecap.,TGN:21144 FTT:758 FTT:840 Geonames:H.DOMG
http://purl.obolibrary.org/obo/ENVO_00002181,A hot spring whose water has a neutral pH.,
_:b114,,
http://purl.obolibrary.org/obo/ENVO_01000303,An endolithic environment is an environment that exists within solid rock. ,
http://purl.obolibrary.org/obo/ENVO_00002227,A habitat that is in or on a body of water containing medium to high concentrations of dissolved salts and other total dissolved solids (>=0.5 grams dissolved salts per litre).,
http://purl.obolibrary.org/obo/ENVO_02000077,A sauce for a salad.,Wikipedia:Salad_dressing
http://purl.obolibrary.org/obo/ENVO_0010060,,
http://purl.obolibrary.org/obo/ENVO_00003074,"Manufactured goods are goods that have been processed in any way. As such, they are the opposite of raw materials, but include intermediate goods as well as final goods.",Wikipedia:Manufactured_product
http://purl.obolibrary.org/obo/ENVO_01000603,A water truck is a truck which transports water.,
http://purl.obolibrary.org/obo/ENVO_01000381,"A continental temperate condition is a temperate condition which is influenced by large land masses. Summers are warm to hot and winters are often  long, cold, and snowy.",
_:b115,,
http://purl.obolibrary.org/obo/ENVO_0010146,,
http://purl.obolibrary.org/obo/ENVO_00000422,"A natural karst landform consisting of a flat, incised surface of exposed limestone that resembles artificial pavement.",Wikipedia:Limestone_pavement
http://purl.obolibrary.org/obo/ENVO_01000267,An atmosphere is a layer of gases surrounding a material body of sufficient mass that is held in place by the gravity of the body.,LTER:48
http://purl.obolibrary.org/obo/ENVO_01000256,"A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.",LTER:341
http://purl.obolibrary.org/obo/ENVO_00005778,,
http://purl.obolibrary.org/obo/ENVO_00000486,The line of contact between a body of water and the land.,FTT:503 Wikipedia:Shoreline TGN:21481 EcoLexicon:shoreline FTT:240
http://purl.obolibrary.org/obo/ENVO_00000115,"An intentional planting of trees or shrubs maintained for food, typically fruit, production.",FTT:45 FTT:66 Geonames:V.OCH Wikipedia:Orchard EcoLexicon:orchard TGN:54014
http://purl.obolibrary.org/obo/ENVO_01000083,"A roughly planar, pelagic region characterised by equal water density.",
http://purl.obolibrary.org/obo/ENVO_00000147,"The region occupied by any more or less continuous, directed movement of ocean water that flows in one of the Earth's oceans. Ocean Currents are rivers of hot or cold water within the ocean. The currents are generated from the forces acting upon the water like the earth's rotation, the wind, the temperature and salinity differences and the gravitation of the moon. The depth contours, the shoreline and other movements influence the direction and strength of the movements of water that forms a given current.",Geonames:H.CRNT TGN:21169 SWEETRealm:OceanCurrent LTER:386 FTT:598 EcoLexicon:ocean_current Wikipedia:Ocean_current FTT:597
http://purl.obolibrary.org/obo/ENVO_01000415,A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 2.5 micrometers or less.,
http://purl.obolibrary.org/obo/ENVO_0010138,"A fruit product that has been prepared and canned or bottled for long term storage. The preparation of fruit preserves traditionally involves the use of pectin as a gelling agent, although sugar or honey may be used as well.",
http://purl.obolibrary.org/obo/ENVO_01000366,A talus cave is a cave formed by the openings between large boulders which have fallen into a random heap.,
http://purl.obolibrary.org/obo/ENVO_00002982,"A group of hydrous aluminium phyllosilicate (phyllosilicates being a subgroup of silicate minerals) minerals (see clay minerals), that are typically less than 2micrometres in diameter. Clay consists of a variety of phyllosilicate minerals rich in silicon and aluminium oxides and hydroxides which include variable amounts of structural water.",Wikipedia:Clay EcoLexicon:clay SWEETRealm:Clay
http://purl.obolibrary.org/obo/ENVO_01000467,"A constructed barrier is a freestanding wall, berm, or fence built to limit movement of entities across a boundary.",
http://purl.obolibrary.org/obo/ENVO_0010142,"A condiment  made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta; brown or Indian mustard, Brassica juncea; or black mustard, Brassica nigra). The whole, ground, cracked, or bruised mustard seeds are mixed with water, vinegar or other liquids, and sometimes other flavorings and spices, to create a thick paste ranging in colour from bright yellow to dark brown.",
http://purl.obolibrary.org/obo/ENVO_01000537,Atmospheric ozone is an environmental material primarily composed of ozone in its gaseous form and present in the atmosphere.,
_:b116,,
http://purl.obolibrary.org/obo/ENVO_02500002,"A general and temporary condition of partial or complete inundation of normally dry land areas from the overflow of inland and/or tidal waters, and/or the unusual and rapid accumulation or runoff of surface waters from any source. A great flow along a watercourse or a flow causing inundation of lands not normally covered by water.",
http://purl.obolibrary.org/obo/ENVO_00002015,An igneous rock that results from magma reaching the surface either as lava or fragmental ejecta.,Wikipedia:Volcanic_rock SWEETRealm:VolcanicRock EcoLexicon:volcanic_rock
_:b117,,
http://purl.obolibrary.org/obo/ENVO_01000137,An accumulation of organic matter that has fallen to the bottom of a body of water.,
http://purl.obolibrary.org/obo/ENVO_00002063,"The result of the release of natural hydrocarbons to the surface of the earth, including beneath the sea, by natural geological processes.",Wikipedia:Oil_seep
http://purl.obolibrary.org/obo/ENVO_00003088,A portion of pantothenate enriched soil is a portion of soil with elevated levels of pantothenate.,
http://purl.obolibrary.org/obo/ENVO_01000689,"A tsunami is a process during which a series of waves is generated in a water body, typically an ocean or large lake, by the displacement of a large volume of water. Earthquakes, volcanic eruptions and other underwater explosions (including detonations of underwater nuclear devices), landslides, glacier calvings, meteorite impacts and other disturbances above or below water all have the potential to generate a tsunami.",
http://purl.obolibrary.org/obo/ENVO_00005775,,
http://purl.obolibrary.org/obo/ENVO_01000526,,
_:b118,,
http://purl.obolibrary.org/obo/ENVO_00000382,That part of the land in immediate contact with a lake.,TGN:21484
http://purl.obolibrary.org/obo/ENVO_00000318,"The tide zone that is flooded during high tide only, and is a highly saline environment.",
http://purl.obolibrary.org/obo/ENVO_00000288,,Geonames:ESTC Wikipedia:Cotton_plantation FTT:45 FTT:53
http://purl.obolibrary.org/obo/ENVO_00003889,The liquid left over after producing butter from cream during the churning process.,Wikipedia:Buttermilk
http://purl.obolibrary.org/obo/ENVO_00002236,"Cryosols comprise mineral soils formed in a permafrost environment. Where water is present, it occurs primarily in the form of ice. Cryogenic processes are the dominant soil-forming processes.",Wikipedia:Cryosol
_:b119,,
http://purl.obolibrary.org/obo/ENVO_00000013,A collection of caves interconnected by enterable passages or linked hydrologically or a cave with an extensive complex of chambers and passages.,
http://purl.obolibrary.org/obo/ENVO_0010063,,
http://purl.obolibrary.org/obo/ENVO_01000587,"A piece of furniture is a movable object intended to support various human activities such as seating (e.g., chairs, stools and sofas) and sleeping (e.g., beds).",
http://purl.obolibrary.org/obo/ENVO_0010062,,
http://purl.obolibrary.org/obo/ENVO_00000499,"A linear structural depression that extends laterally over a distance, while being less steep than a trench. A trough can be a narrow basin or a geologic rift. There are various oceanic troughs, troughs found under oceans; examples include the rift along the mid-oceanic ridge and the Cayman Trough.",TGN:21512 SWEETRealm:Trough
_:b120,,
http://purl.obolibrary.org/obo/ENVO_01000263,"MERGED DEFINITION:
TARGET DEFINITION: A cold seep is a seep in which methane and other hydrocarbon-rich fluids rise to the sea floor.
--------------------
SOURCE DEFINITION: An area of the ocean floor where hydrogen sulfide, methane and other hydrocarbon-rich fluid seepage occurs. Cold seeps are distinct from hydrothermal vents: the former's emissions are of the same temperature as the surrounding seawater, whereas the latter's emissions are super-heated.",
http://purl.obolibrary.org/obo/ENVO_00000517,"A surface stream that disappears into an underground channel, or dries up in an arid area.",FTT:931 TGN:21112 FTT:105 Geonames:H.STMSB
http://purl.obolibrary.org/obo/ENVO_00000569,A habitat that is in or on a sea or ocean containing high concentrations of dissolved salts and other total dissolved solids (typically >35 grams dissolved salts per litre).,
_:b121,,
http://purl.obolibrary.org/obo/ENVO_01000515,A tile building roof is a building roof that is built using tiles.,
http://purl.obolibrary.org/obo/ENVO_00002151,,Wikipedia:Ocean_water
http://purl.obolibrary.org/obo/ENVO_00000373,An area where wells can be drilled to obtain elements contained in solution in hot brines or to tap heat energy.,
http://purl.obolibrary.org/obo/ENVO_00005806,,
http://purl.obolibrary.org/obo/ENVO_00005776,,
http://purl.obolibrary.org/obo/ENVO_00000452,"A lake that is long, narrow, and finger-shaped, usually found in a glacial trough. Its formation begins when a glacier moves over an area containing alternate bands of hard and soft bedrock. The sharp-edged boulders carried at the bottom of the glacier erode the softer rock more quickly by abrasion, thus creating a hollow called a rock basin. On either side of the rock basin, the more resistant rock is eroded less and these outcrops of harder rock are known as rock bars, which act as dams between which rainwater may accumulate after the retreat of the ice age, filling up the rock basin and creating a ribbon lake. A ribbon lake may also form behind a terminal or recessional moraine, both of which also act as dams, enabling water to accumulate behind them. A ribbon lake may also occur if a tributary glacier joins a main glacier. The increase in power can create a trough, which is filled with water from a river/meltwater to create a ribbon lake.",Wikipedia:Ribbon_lake
http://purl.obolibrary.org/obo/ENVO_00003966,A soft cheese made with cow's milk. It has a creamy paste and a greyish-red and downy white penicillin rind and is sometimes foil-wrapped.,
http://purl.obolibrary.org/obo/ENVO_01000574,A candle is a lamp composed of a wax within which an ignitable wick is embedded.,
http://purl.obolibrary.org/obo/ENVO_00002152,,Wikipedia:Biofilter
http://purl.obolibrary.org/obo/ENVO_00000419,A geological landform consisting of a steep and often vertical column or columns of rock in the sea near a coast.,EcoLexicon:stack
http://purl.obolibrary.org/obo/ENVO_01000360,"A cave formed by the dissolution of soluble rock or other solid material such as limestone, chalk, dolomite, gypsum, salt or marble.",
http://purl.obolibrary.org/obo/ENVO_0010149,,
http://purl.obolibrary.org/obo/ENVO_00000309,A landform sunken or depressed below the surrounding area.,Geonames:T.PAN FTT:216 Geonames:T.DPR TGN:21454 Geonames:T.PANS SWEETRealm:Depression FTT:215 FTT:175 EcoLexicon:depression TGN:21521 TGN:21497
_:b122,,
http://purl.obolibrary.org/obo/ENVO_00012408,"An underground layer of water-bearing permeable rock or unconsolidated materials (gravel, sand, silt, or clay) from which groundwater can be usefully extracted using a water well.",SWEETRealm:Aquifer EcoLexicon:aquifer Wikipedia:Aquifer
http://purl.obolibrary.org/obo/ENVO_00000175,"A feature shaped by the dissolution of a soluble layer or layers of bedrock, usually carbonate rock such as limestone or dolomite. These landscapes display distinctive surface features and underground drainages, and in some examples there may be little or no surface drainage.",SWEETRealm:Karst Wikipedia:Karst TGN:21509 FTT:894 EcoLexicon:karst Geonames:T.KRST
_:b123,,
_:b124,,
http://purl.obolibrary.org/obo/ENVO_01000730,A process in which a volume of lava emitted during an effusive eruption moves along a solid surface.,
http://purl.obolibrary.org/obo/ENVO_01000507,An iron sheet is a mass of iron which has been forged into a roughly planar form of less than 6 millimetres in thickness.,
http://purl.obolibrary.org/obo/ENVO_02000062,,Wikipedia:Dessert
http://purl.obolibrary.org/obo/ENVO_00000261,A grassland of the tropics or subtropics with scattered trees.,FTT:770 Wikipedia:Savanna FTT:259 FTT:771 TGN:21607
http://purl.obolibrary.org/obo/ENVO_00002018,"Wastewater that is contaminated with feces or urine,",Wikipedia:Sewage SWEETRealm:Sewage
_:b125,,
_:b126,,
http://purl.obolibrary.org/obo/ENVO_00000433,A terrace associated with a kame.,
http://purl.obolibrary.org/obo/ENVO_00000247,"An opening, or rupture, in the Earth's surface or crust, which allows hot, molten rock, ash and gases to escape from deep below the surface.",Geonames:T.VLC FTT:592 EcoLexicon:volcano TGN:21406 Wikipedia:Volcano
http://purl.obolibrary.org/obo/ENVO_00000246,"A crater formed by a volcano, within which occurs a vent (or vents) from which magma erupts as gases, lava, and ejecta.",TGN:21408 Wikipedia:Volcanic_crater FTT:219
http://purl.obolibrary.org/obo/ENVO_01000181,"A mangrove biome is a terrestrial biome which includes, across its spatial extent, mangrove plants (Rhizophoraceae). Mangrove plants are able to withstand high levels of salinity as well as regions of anoxia and frequent tidal inundation. Mangrove biomes often occur near tropical and sub-tropical estuaries and depositional marine coastal environments where fine sediments (often with high organic content) collect in areas protected from high energy wave action.",LTER:322
http://purl.obolibrary.org/obo/ENVO_00003019,,
http://purl.obolibrary.org/obo/ENVO_00000345,,
http://purl.obolibrary.org/obo/ENVO_02000043,"A biological product is an environmental substrate comprised of any virus, therapeutic serum, toxin, antitoxin, or analogous product available to prevent, treat or cure diseases or injuries in man.",
http://purl.obolibrary.org/obo/ENVO_01000380,"An oceanic temperate condition is a temperate condition which is strongly influenced by oceans and oceanic winds. Summers are cool and winters are cool, but not cold, and there is little frozen precipitation at lower elevations.",
http://purl.obolibrary.org/obo/ENVO_01000713,"A flash flood is a flood formed by the rapid flooding of geomorphic low-lying areas. It may be caused by heavy rain associated with a severe thunderstorm, hurricane, tropical storm, or meltwater from ice or snow flowing over ice sheets or snowfields. Flash floods may also occur after the collapse of a natural ice or debris dam, or a human structure such as a man-made dam. Flash floods are distinguished from a regular flood by a timescale of less than six hours.",
_:b127,,
http://purl.obolibrary.org/obo/ENVO_00003964,"A tobacco warehouse is a warehouse used to store cured leaves of plants from the genus Nicotiana, primarily  N. tabacum and N. rustica.",
http://purl.obolibrary.org/obo/ENVO_00003963,A warehouse is a building which is used for the storage of goods.,Wikipedia:Warehouse
http://purl.obolibrary.org/obo/ENVO_00000024,A stream whose flow is not continuous.,Wikipedia:Intermittent_stream Geonames:H.STMI FTT:105 FTT:882
http://purl.obolibrary.org/obo/ENVO_01000711,A coastal flood is a flood which is formed as a result of large amounts of water from marine water bodies or large lakes being transported to usually dry land by displacement processes such as high winds or seismic activity.,
http://purl.obolibrary.org/obo/ENVO_00002119,A hot spring whose water has an alkaline pH.,
_:b128,,
http://purl.obolibrary.org/obo/ENVO_00000061,A geographical feature associated with water that is under the surface of the earth.,
http://purl.obolibrary.org/obo/ENVO_02500012,,
http://purl.obolibrary.org/obo/ENVO_00003018,,
http://purl.obolibrary.org/obo/ENVO_01000150,,
http://purl.obolibrary.org/obo/ENVO_01000334,A talus slope is a slope which has a surface layer composed of scree.,
_:b129,,
http://purl.obolibrary.org/obo/ENVO_00000346,,
http://purl.obolibrary.org/obo/ENVO_00003887,"A class of cow's milk, sheep's milk, or goat's milk cheeses that have had Penicillium cultures added so that the final product is spotted or veined throughout with blue, blue-gray or blue-green mould, and carries a distinct smell.",Wikipedia:Blue_cheese
http://purl.obolibrary.org/obo/ENVO_00000396,,TGN:21186 FTT:233 Geonames:H.CHNM FTT:465
http://purl.obolibrary.org/obo/ENVO_01000114,Sediment characterised by an average particle diameter greater than 256 mm.,
http://purl.obolibrary.org/obo/ENVO_00000131,A hydrographic feature characterized by the dominance of snow or ice.,TGN:21410 EcoLexicon:ice FTT:648 SWEETRealm:LandIce
_:b130,,
http://purl.obolibrary.org/obo/ENVO_01000683,Glacial plucking is an erosional process during which pieces of bedrock are cracked off due to the mechanical force of a moving glacier.,
_:b131,,
http://purl.obolibrary.org/obo/ENVO_00000472,An area of calm water unaffected by the current of a stream.,TGN:21302 FTT:184 Wikipedia:Backwater
http://purl.obolibrary.org/obo/ENVO_02000064,,
_:b132,,
http://purl.obolibrary.org/obo/ENVO_00005779,,
http://purl.obolibrary.org/obo/ENVO_01000361,A cave formed at the same time as the surrounding rock.,
http://purl.obolibrary.org/obo/ENVO_00002056,"A fine-grained sedimentary rock whose original constituents were clays or muds. It is characterized by thin laminae breaking with an irregular curving fracture, often splintery and usually parallel to the often-indistinguishable bedding plane.",Wikipedia:Shale
http://purl.obolibrary.org/obo/ENVO_00000441,"A ridge on a hillside formed when saturated soil particles expand, then contract as they dry, causing them to move slowly downhill.",Wikipedia:Terracette SWEETRealm:Terracette
http://purl.obolibrary.org/obo/ENVO_00003085,A portion of skatole enriched soil is a portion of soil with elevated levels of skatole.,
http://purl.obolibrary.org/obo/ENVO_00003017,,
http://purl.obolibrary.org/obo/ENVO_01000206,"A temperate condition is an environmental condition in which an environmental system receives less solar irradiance than those with subpolar conditions, but greater than those with subtropical conditions.",SPIRE:Temperate
http://purl.obolibrary.org/obo/ENVO_01000680,A lake which has concentrations of environmental contaminants high enough to harm the ecosystems associated with it.,
http://purl.obolibrary.org/obo/ENVO_02500015,,
http://purl.obolibrary.org/obo/ENVO_00002031,A habitat that is in or on an environmental feature or material derived from human activity.,
http://purl.obolibrary.org/obo/ENVO_00000343,,
http://purl.obolibrary.org/obo/ENVO_01001304,"An oasis is a vegetated area located in a desert, supplied with water from a water source which it surrounds, and surrounded by arid soil, sand, or rock.",Wikipedia:Oasis
http://purl.obolibrary.org/obo/ENVO_00003068,,
_:b133,,
http://purl.obolibrary.org/obo/ENVO_01000598,A spring which emits fresh water.,
http://purl.obolibrary.org/obo/ENVO_01000580,"A telephone is a telecommunications device which converts sound into electronic signals suitable for transmission via cables or other transmission media, and reconverts such signals into sound waves.",
http://purl.obolibrary.org/obo/ENVO_01000419,A garden that is associated with a human house. This association is generally one of spatial proximity or parthood.,
http://purl.obolibrary.org/obo/ENVO_01000485,Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.,
http://purl.obolibrary.org/obo/ENVO_01000105,"A prominent or distinctive aspect, quality, or characteristic of environments occurring on or along marine benthic environments.",
http://purl.obolibrary.org/obo/ENVO_01000428,A rocky shore is an intertidal area of a seacoast where solid rock is the predominant substrate.,
http://purl.obolibrary.org/obo/ENVO_00000397,,FTT:233 Geonames:H.CHNL FTT:464 TGN:21185
http://purl.obolibrary.org/obo/ENVO_02000065,,Wikipedia:Chocolate
http://purl.obolibrary.org/obo/ENVO_00000232,A freshwater peat land with chemically basic (which roughly means alkaline) ground water.,TGN:21321 FTT:685 Wikipedia:Fen
http://purl.obolibrary.org/obo/ENVO_00000362,"A protected area of the sea usually established to preserve a specific habitat and ensure the ecosystem is sustained for the organisms that exist there. Most marine parks are designated by governments, and organized like watery national parks.",Wikipedia:Marine_park
_:b134,,
http://purl.obolibrary.org/obo/ENVO_01000333,A hillside is a slope that is part of a hill.,
http://purl.obolibrary.org/obo/ENVO_01000203,An environmental condition is a range of a determinate quality  or combination of qualities that are present in an environmental system.,
http://purl.obolibrary.org/obo/ENVO_01000500,A brick exterior wall is an exterior wall that is built from bricks.,
http://purl.obolibrary.org/obo/ENVO_01000677,"An earthquake is a process whereby part of the surface of a planet shakes due to the passage of seismic waves through rocks. Seismic waves are produced when some form of energy stored in a planet's crust is suddenly released. Elastic strain, gravity, chemical reactions, or even the motion of massive bodies can produce earthquakes.",
http://purl.obolibrary.org/obo/ENVO_02000025,Sweat is an excreta consisting primarily of water as well as a smaller amount of sodium chloride that is excreted by the sweat glands in the skin of mammals.,Wikipedia:Sweat
http://purl.obolibrary.org/obo/ENVO_00003016,,
http://purl.obolibrary.org/obo/ENVO_00003069,,Wikipedia:Sheep_milk
http://purl.obolibrary.org/obo/ENVO_01000451,Atmospheric carbon dioxide is an environmental material composed of carbon dioxide in its gaseous form present in the atmosphere.,
http://purl.obolibrary.org/obo/ENVO_00000512,The ground surface that lies beneath a pond.,
http://purl.obolibrary.org/obo/ENVO_00000234,"A small, slow-moving stream or creek; usually located in low-lying areas.",TGN:21303 EcoLexicon:embayment_ FTT:1206 Wikipedia:Bayou FTT:228 TGN:21305 FTT:230
http://purl.obolibrary.org/obo/ENVO_00000344,,
http://purl.obolibrary.org/obo/ENVO_02500014,,
_:b135,,
http://purl.obolibrary.org/obo/ENVO_00002007,Sediment is an environmental substance comprised of any particulate matter that can be transported by fluid flow and which eventually is deposited as a layer of solid particles on the bedor bottom of a body of water or other liquid.,Wikipedia:Sediment EcoLexicon:sedimentation SWEETRealm:Sediment EcoLexicon:sediment LTER:493 LTER:492
http://purl.obolibrary.org/obo/ENVO_01001303,A role which is may be realised by an environmental system,
http://purl.obolibrary.org/obo/ENVO_01000168,"Indeterminate nodules are found on temperate legumes like Pisum  (pea), Medicago (alfalfa), Trifolium (clover), and Vicia (vetch). They earned the moniker ""indeterminate"" because they maintain an active apical meristem that produces new cells for growth over the life of the nodule. Because they are actively growing, indeterminate nodules manifest zones which demarcate different stages of development/symbiosis.",
http://purl.obolibrary.org/obo/ENVO_00003863,"A food processing building is a building in which materials that contain or consist of essential body nutrients - such as carbohydrates, fats, proteins, vitamins, or minerals - and may be ingested and assimilated by an organism to produce energy, stimulate growth, and maintain life are converted alternative forms.",
http://purl.obolibrary.org/obo/ENVO_00002214,A power plant is a building which contains one or more generators which convert mechanical energy into electrical energy through the relative motion between a magnetic field and a conductor. The energy source harnessed to turn the generator varies widely.,SWEETRealm:PowerPlant Wikipedia:Power_plant
http://purl.obolibrary.org/obo/ENVO_00000461,"A volcanic landform which resembles a true volcanic crater, but differs in that it is not an actual vent from which lava has erupted. A pseudocrater is characterised by the absence of any magma conduit which connects below the surface of the earth. Pseudocraters are formed by steam explosions as flowing hot lava crosses over a wet surface, such as a swamp, a lake, or a pond. The explosive gases break through the lava surface in a manner similar to a phreatic eruption, and the tephra builds up crater-like forms which can appear very similar to real volcanic craters.",Wikipedia:Pseudocrater
http://purl.obolibrary.org/obo/ENVO_00002037,A habitat that is in or on a body of water containing low concentrations of dissolved salts and other total dissolved solids (<0.5 grams dissolved salts per litre).,
http://purl.obolibrary.org/obo/ENVO_00002049,,Wikipedia:Stony_meteorite
_:b136,,
http://purl.obolibrary.org/obo/ENVO_00003066,,Wikipedia:Chicken
http://purl.obolibrary.org/obo/ENVO_00000237,A danbo associated with a headwater.,
http://purl.obolibrary.org/obo/ENVO_01000176,"A shrubland biome is a terrestrial biome which includes, across its entire spatial extent, dense groups of shrubs.",
http://purl.obolibrary.org/obo/ENVO_02000026,"Chyme is a bodily fluid consisting of a liquid substance found in the stomach before passing through the pyloric valve and entering the duodenum. It results from the mechanical and chemical breakdown of a bolus and consists of partially digested food, water, hydrochloric acid, and various digestive enzymes.",Wikipedia:Chyme
http://purl.obolibrary.org/obo/ENVO_00003015,,
http://purl.obolibrary.org/obo/ENVO_01000540,"The lowest of the concentric layers of the atmosphere, occurring between the Earth's surface and the tropopause. It is the zone where atmospheric turbulence is at its greatest and where the bulk of the Earth's weather is generated. It contains almost all the water vapour and aerosols and three-quarters of the total gaseous mass of the atmosphere. Throughout the troposphere temperature decreases with height at a mean rate of 6.5°C/km and the whole zone is capped by either an inversion of temperature or an isothermal layer at the tropopause. (Source: WHIT)",
http://purl.obolibrary.org/obo/ENVO_01000538,"The layer of the atmosphere which is sandwiched between the troposphere and mesosphere. Of the energy that reaches the Earth from the sun, only 3% is absorbed in the stratosphere, but that includes the vitally important process of absorption of ultraviolet radiation by the stratospheric ozone layer. The stratosphere is cloudless and dust free, and almost unaffected by the turbulent conditions of the underlying level of the atmosphere. (Source: WRIGHT)",
http://purl.obolibrary.org/obo/ENVO_01000379,"A highland subtropical condition is a subtropical condition in which increased elevation results in mild summers, cooler winters, and, in some instances,  snowfall associated with montly temperature averages below 22 but above -3 degrees Celsius.",
_:b137,,
http://purl.obolibrary.org/obo/ENVO_00002046,,Wikipedia:Activated_sludge EcoLexicon:active_sludge
http://purl.obolibrary.org/obo/ENVO_01000040,"The benthopelagic zone biome comprises regions of the marine water column which usually coincide with the benthic boundary layer (BBL) - the layer of isothermal and isohaline water contiguous to the sea floor. A general reversal in the declining gradient of pelagic biomass may be observed here, perhaps explained by viable nutrition on the sea floor being resuspended by bottom currents. This zone typically extends 100 m above the seafloor, but may reach upto1000 m during benthic storms.",
http://purl.obolibrary.org/obo/ENVO_00000437,A small tunnel valley.,
http://purl.obolibrary.org/obo/ENVO_00000151,"An alkaline flat, in the context of a marine environment.",Geonames:H.SBKH SWEETRealm:Sabkha FTT:706 Wikipedia:Sabkha TGN:21368 FTT:705
http://purl.obolibrary.org/obo/ENVO_00000132,"A mass of glacier ice that covers surrounding terrain and is greater than 50,000 km2.",Wikipedia:Ice_sheet SWEETRealm:IceSheet FTT:837 FTT:758 FTT:835 TGN:21147
http://purl.obolibrary.org/obo/ENVO_01000359,"A cave formed in limestone, usually by dissolution of limestone by acidic groundwater. ",
http://purl.obolibrary.org/obo/ENVO_00000094,"A feature associated with a volcano, an opening, or rupture, in the Earth's surface or crust, which allows hot, molten rock, ash and gases to escape from deep below the surface.",TGN:21407 FTT:591
http://purl.obolibrary.org/obo/ENVO_01000472,"A roof is the covering on the uppermost part of a building which provides protection from animals and weather, notably rain, but also heat, wind and sunlight. A roof is also the framing or structure which supports the covering",
http://purl.obolibrary.org/obo/ENVO_00003014,,
http://purl.obolibrary.org/obo/ENVO_01000722,"Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.",
http://purl.obolibrary.org/obo/ENVO_01000615,A motorcycle is a two- or three-wheeled motor vehicle.,
http://purl.obolibrary.org/obo/ENVO_01000028,The marine hadal zone biome describes sea floor deeper than 6000 m such as that of the oceanic trenches.,
